# CIE bound-bound cooling efficiency for Fe (Z=26)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 101 log-spaced points, 10^4.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Fe0          L_Fe1          L_Fe2          L_Fe3          L_Fe4          L_Fe5          L_Fe6          L_Fe7          L_Fe8          L_Fe9          L_Fe10         L_Fe11         L_Fe12         L_Fe13         L_Fe14         L_Fe15         L_Fe16         L_Fe17         L_Fe18         L_Fe19         L_Fe20         L_Fe21         L_Fe22         L_Fe23         L_Fe24         L_Fe25         L_Fe26       
         6.2000   0.000000e+00   1.803638e-18   9.461421e-19   3.057313e-20   2.670519e-20   3.203462e-19   2.116983e-18   2.846142e-18   3.141090e-18   2.657338e-18   2.514129e-18   2.247433e-18   2.010454e-18   1.840028e-18   1.453607e-18   7.967212e-19   1.191025e-20   5.139916e-20   9.435928e-20   1.317334e-19   1.609550e-19   1.739706e-19   1.760269e-19   1.040321e-19   2.187624e-40   1.251021e-41   0.000000e+00
         6.2500   0.000000e+00   1.758626e-18   9.289328e-19   2.873605e-20   2.490158e-20   3.124204e-19   2.157179e-18   2.910614e-18   3.240330e-18   2.711583e-18   2.553022e-18   2.276013e-18   2.031712e-18   1.872193e-18   1.463573e-18   8.034486e-19   2.084353e-20   6.020141e-20   1.020689e-19   1.377158e-19   1.669984e-19   1.798167e-19   1.806182e-19   1.042029e-19   4.240133e-38   3.034052e-39   0.000000e+00
         6.3000   0.000000e+00   1.712943e-18   9.111101e-19   2.701992e-20   2.323834e-20   3.036431e-19   2.188007e-18   2.961364e-18   3.322420e-18   2.752831e-18   2.580846e-18   2.294743e-18   2.044644e-18   1.897172e-18   1.468676e-18   8.094705e-19   3.422523e-20   7.220984e-20   1.116534e-19   1.445109e-19   1.730765e-19   1.851954e-19   1.842380e-19   1.040073e-19   4.615351e-36   4.027489e-37   0.000000e+00
         6.3500   0.000000e+00   1.666800e-18   8.927851e-19   2.541611e-20   2.170361e-20   2.943514e-19   2.210113e-18   2.999351e-18   3.388465e-18   2.781906e-18   2.598434e-18   2.304253e-18   2.049864e-18   1.914933e-18   1.469103e-18   8.150472e-19   5.309379e-20   8.833753e-20   1.238812e-19   1.527644e-19   1.796730e-19   1.904096e-19   1.871405e-19   1.035836e-19   3.003653e-34   3.124702e-35   0.000000e+00
         6.4000   0.000000e+00   1.620389e-18   8.740502e-19   2.391648e-20   2.028630e-20   2.856127e-19   2.224181e-18   3.025566e-18   3.439611e-18   2.800010e-18   2.606443e-18   2.305530e-18   2.048016e-18   1.925568e-18   1.465100e-18   8.203772e-19   7.829534e-20   1.093728e-19   1.394901e-19   1.631165e-19   1.873275e-19   1.957815e-19   1.896355e-19   1.030908e-19   1.235798e-32   1.502372e-33   0.000000e+00
         6.4500   0.000000e+00   1.573885e-18   8.549835e-19   2.251344e-20   1.897617e-20   2.780549e-19   2.230803e-18   3.041000e-18   3.476959e-18   2.808322e-18   2.605527e-18   2.299547e-18   2.039735e-18   1.929344e-18   1.457059e-18   8.255859e-19   1.103589e-19   1.358610e-19   1.590933e-19   1.761170e-19   1.965975e-19   2.016660e-19   1.920640e-19   1.027001e-19   3.378167e-31   4.716652e-32   0.000000e+00
         6.5000   0.000000e+00   1.527444e-18   8.356522e-19   2.119991e-20   1.776383e-20   2.717980e-19   2.230259e-18   3.046611e-18   3.501533e-18   2.807880e-18   2.596375e-18   2.287157e-18   2.025631e-18   1.926634e-18   1.445401e-18   8.307902e-19   1.494118e-19   1.680224e-19   1.830839e-19   1.921519e-19   2.079544e-19   2.084322e-19   1.947682e-19   1.025827e-19   6.413110e-30   1.013047e-30   0.000000e+00
         6.5500   0.000000e+00   1.481208e-18   8.161152e-19   1.996939e-20   1.664071e-20   2.666763e-19   2.222884e-18   3.043312e-18   3.514265e-18   2.799580e-18   2.579830e-18   2.269104e-18   2.006365e-18   1.917941e-18   1.430526e-18   8.360549e-19   1.951428e-19   2.057388e-19   2.115692e-19   2.113871e-19   2.217128e-19   2.164109e-19   1.980563e-19   1.028967e-19   8.795442e-29   1.551810e-29   0.000000e+00
         6.6000   0.000000e+00   1.435303e-18   7.964256e-19   1.881586e-20   1.559903e-20   2.623919e-19   2.209121e-18   3.031938e-18   3.516014e-18   2.784202e-18   2.557170e-18   2.246057e-18   1.982806e-18   1.903868e-18   1.412806e-18   8.412601e-19   2.468195e-19   2.485618e-19   2.443434e-19   2.337592e-19   2.379938e-19   2.258669e-19   2.021652e-19   1.037690e-19   9.029042e-28   1.759480e-28   0.000000e+00
         6.6500   0.000000e+00   1.389839e-18   7.766318e-19   1.773379e-20   1.463174e-20   2.582936e-19   2.189477e-18   3.013268e-18   3.507550e-18   2.762433e-18   2.529494e-18   2.218606e-18   1.955711e-18   1.885011e-18   1.392582e-18   8.462453e-19   3.033528e-19   2.957286e-19   2.809012e-19   2.589907e-19   2.567202e-19   2.369461e-19   2.072386e-19   1.052818e-19   7.160980e-27   1.526296e-27   0.000000e+00
