# CIE bound-bound cooling efficiency for Mg (Z=12)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Mg0          L_Mg1          L_Mg2          L_Mg3          L_Mg4          L_Mg5          L_Mg6          L_Mg7          L_Mg8          L_Mg9          L_Mg10         L_Mg11         L_Mg12       
         7.5500   0.000000e+00   1.080901e-18   7.970372e-19   9.501632e-19   7.689708e-19   6.844257e-19   9.309561e-19   7.605987e-19   5.766785e-19   4.595659e-19   1.654416e-19   6.130887e-20   0.000000e+00
         7.6000   0.000000e+00   1.037614e-18   7.754529e-19   9.268366e-19   7.505887e-19   6.684497e-19   9.064057e-19   7.397232e-19   5.601220e-19   4.534052e-19   1.728787e-19   6.337071e-20   0.000000e+00
         7.6500   0.000000e+00   9.957397e-19   7.538613e-19   9.032812e-19   7.319304e-19   6.522167e-19   8.817706e-19   7.188522e-19   5.435715e-19   4.468746e-19   1.795969e-19   6.514287e-20   0.000000e+00
         7.7000   0.000000e+00   9.552659e-19   7.323202e-19   8.795709e-19   7.130698e-19   6.357885e-19   8.571286e-19   6.980489e-19   5.270893e-19   4.399105e-19   1.855846e-19   6.663674e-20   0.000000e+00
         7.7500   0.000000e+00   9.161759e-19   7.108827e-19   8.557764e-19   6.940761e-19   6.192231e-19   8.325586e-19   6.773671e-19   5.107317e-19   4.324207e-19   1.908428e-19   6.786575e-20   0.000000e+00
         7.8000   0.000000e+00   8.784487e-19   6.895974e-19   8.319651e-19   6.750133e-19   6.025752e-19   8.081404e-19   6.568536e-19   4.945445e-19   4.244614e-19   1.953833e-19   6.884440e-20   0.000000e+00
         7.8500   0.000000e+00   8.420598e-19   6.685082e-19   8.081999e-19   6.559407e-19   5.858959e-19   7.839335e-19   6.365511e-19   4.785656e-19   4.160890e-19   1.992289e-19   6.958768e-20   0.000000e+00
         7.9000   0.000000e+00   8.069820e-19   6.476547e-19   7.845399e-19   6.369126e-19   5.692324e-19   7.599833e-19   6.165021e-19   4.628262e-19   4.073561e-19   2.024116e-19   7.011055e-20   0.000000e+00
         7.9500   0.000000e+00   7.731858e-19   6.270722e-19   7.610393e-19   6.179785e-19   5.526283e-19   7.363262e-19   5.967404e-19   4.473540e-19   3.983108e-19   2.049674e-19   7.042771e-20   0.000000e+00
         8.0000   0.000000e+00   7.406404e-19   6.067922e-19   7.377477e-19   5.991833e-19   5.361234e-19   7.129936e-19   5.772916e-19   4.321765e-19   3.890006e-19   2.069350e-19   7.055339e-20   0.000000e+00
         8.0500   0.000000e+00   7.093138e-19   5.868422e-19   7.147101e-19   5.805674e-19   5.197540e-19   6.900127e-19   5.581761e-19   4.173127e-19   3.794720e-19   2.083551e-19   7.050132e-20   0.000000e+00
         8.1000   0.000000e+00   6.791729e-19   5.672460e-19   6.919666e-19   5.621669e-19   5.035529e-19   6.674084e-19   5.394114e-19   4.027734e-19   3.697748e-19   2.092704e-19   7.028468e-20   0.000000e+00
         8.1500   0.000000e+00   6.501845e-19   5.480245e-19   6.695532e-19   5.440139e-19   4.875494e-19   6.452030e-19   5.210127e-19   3.885650e-19   3.599567e-19   2.097276e-19   6.991612e-20   0.000000e+00
         8.2000   0.000000e+00   6.223148e-19   5.291950e-19   6.475014e-19   5.261368e-19   4.717697e-19   6.234163e-19   5.029932e-19   3.746919e-19   3.500608e-19   2.097770e-19   6.940778e-20   0.000000e+00
         8.2500   0.000000e+00   5.955300e-19   5.107723e-19   6.258387e-19   5.085602e-19   4.562369e-19   6.020664e-19   4.853648e-19   3.611570e-19   3.401259e-19   2.094670e-19   6.877135e-20   0.000000e+00
         8.3000   0.000000e+00   5.697965e-19   4.927683e-19   6.045889e-19   4.913056e-19   4.409712e-19   5.811687e-19   4.681374e-19   3.479629e-19   3.301872e-19   2.088439e-19   6.801806e-20   0.000000e+00
         8.3500   0.000000e+00   5.450807e-19   4.751925e-19   5.837719e-19   4.743912e-19   4.259901e-19   5.607366e-19   4.513196e-19   3.351112e-19   3.203000e-19   2.079522e-19   6.715873e-20   0.000000e+00
         8.4000   0.000000e+00   5.213497e-19   4.580523e-19   5.634047e-19   4.578326e-19   4.113085e-19   5.407813e-19   4.349184e-19   3.226034e-19   3.105630e-19   2.068345e-19   6.620377e-20   0.000000e+00
         8.4500   0.000000e+00   4.985706e-19   4.413531e-19   5.435009e-19   4.416423e-19   3.969392e-19   5.213117e-19   4.189389e-19   3.104401e-19   3.009069e-19   2.055315e-19   6.516317e-20   0.000000e+00
