# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         5.9500   3.300587e-24   6.983694e-24   1.226299e-23   2.927047e-23   8.014560e-23   1.471050e-22   2.595114e-22   4.271716e-22   6.192805e-22   8.523950e-22   6.767543e-22   3.722868e-21   9.792564e-21   9.734835e-21   0.000000e+00
         6.0000   3.475120e-24   7.180474e-24   1.184406e-23   2.828047e-23   7.726433e-23   1.407519e-22   2.472707e-22   4.056165e-22   5.869936e-22   8.065036e-22   6.452521e-22   3.564814e-21   9.306658e-21   9.226916e-21   0.000000e+00
         6.0500   3.633792e-24   7.355499e-24   1.144759e-23   2.734633e-23   7.449417e-23   1.346972e-22   2.356558e-22   3.851866e-22   5.564205e-22   7.630865e-22   6.156781e-22   3.416072e-21   8.846348e-21   8.748422e-21   0.000000e+00
         6.1000   3.773797e-24   7.504990e-24   1.107347e-23   2.646763e-23   7.183266e-23   1.289091e-22   2.246093e-22   3.658124e-22   5.274500e-22   7.219812e-22   5.879196e-22   3.275995e-21   8.413308e-21   8.297800e-21   0.000000e+00
         6.1500   3.892750e-24   7.625608e-24   1.072140e-23   2.564492e-23   6.927227e-23   1.233729e-22   2.140740e-22   3.474158e-22   4.999861e-22   6.830445e-22   5.618287e-22   3.143937e-21   8.009721e-21   7.873521e-21   0.000000e+00
         6.2000   3.988746e-24   7.714557e-24   1.039095e-23   2.487905e-23   6.678968e-23   1.180803e-22   2.040099e-22   3.299096e-22   4.739246e-22   6.461534e-22   5.372809e-22   3.019245e-21   7.613163e-21   7.474071e-21   0.000000e+00
         6.2500   4.060404e-24   7.769666e-24   1.008181e-23   2.417080e-23   6.435977e-23   1.130098e-22   1.943947e-22   3.132140e-22   4.491481e-22   6.111742e-22   5.142233e-22   2.901339e-21   7.252416e-21   7.097997e-21   0.000000e+00
         6.3000   4.106896e-24   7.789436e-24   9.793982e-24   2.352085e-23   6.197177e-23   1.081222e-22   1.852073e-22   2.972857e-22   4.255449e-22   5.779552e-22   4.926371e-22   2.789759e-21   6.913180e-21   6.743908e-21   0.000000e+00
         6.3500   4.127951e-24   7.773092e-24   9.527474e-24   2.293019e-23   5.962849e-23   1.033815e-22   1.764027e-22   2.820999e-22   4.030512e-22   5.463506e-22   4.723652e-22   2.684057e-21   6.594238e-21   6.410475e-21   0.000000e+00
         6.4000   4.123852e-24   7.720591e-24   9.282205e-24   2.240057e-23   5.733314e-23   9.877677e-23   1.679262e-22   2.676187e-22   3.816308e-22   5.162783e-22   4.531498e-22   2.583622e-21   6.294300e-21   6.096447e-21   0.000000e+00
         6.4500   4.095397e-24   7.632621e-24   9.057871e-24   2.193450e-23   5.508347e-23   9.430924e-23   1.597385e-22   2.537632e-22   3.612375e-22   4.876941e-22   4.348199e-22   2.487770e-21   6.012004e-21   5.800609e-21   0.000000e+00
         6.5000   4.043856e-24   7.510551e-24   8.853980e-24   2.153467e-23   5.287701e-23   8.997859e-23   1.518306e-22   2.404518e-22   3.417672e-22   4.605411e-22   4.174925e-22   2.396062e-21   5.741905e-21   5.521799e-21   0.000000e+00
         6.5500   3.970904e-24   7.356364e-24   8.669926e-24   2.120386e-23   5.070795e-23   8.577802e-23   1.441997e-22   2.276432e-22   3.231072e-22   4.346831e-22   4.013571e-22   2.308397e-21   5.491360e-21   5.258961e-21   0.000000e+00
