# CIE bound-bound cooling efficiency for Ne (Z=10)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Ne0          L_Ne1          L_Ne2          L_Ne3          L_Ne4          L_Ne5          L_Ne6          L_Ne7          L_Ne8          L_Ne9          L_Ne10       
         7.5000   5.400379e-20   1.390714e-19   7.388561e-19   2.490232e-19   1.002535e-18   7.167865e-20   6.610256e-19   5.144286e-19   2.201346e-19   6.943176e-20   0.000000e+00
         7.5500   5.106914e-20   1.315160e-19   7.179225e-19   2.412383e-19   9.735149e-19   5.720135e-20   6.404812e-19   5.046821e-19   2.273067e-19   7.116291e-20   0.000000e+00
         7.6000   4.828499e-20   1.243480e-19   6.970287e-19   2.335573e-19   9.447293e-19   4.352372e-20   6.201651e-19   4.945130e-19   2.336073e-19   7.263905e-20   0.000000e+00
         7.6500   4.564507e-20   1.175513e-19   6.762323e-19   2.259909e-19   9.162203e-19   3.241234e-20   6.001077e-19   4.839882e-19   2.390531e-19   7.386944e-20   0.000000e+00
         7.7000   4.314314e-20   1.111097e-19   6.555852e-19   2.185484e-19   8.880276e-19   2.557805e-20   5.803355e-19   4.731718e-19   2.436743e-19   7.486409e-20   0.000000e+00
         7.7500   4.077303e-20   1.050074e-19   6.351339e-19   2.112382e-19   8.601884e-19   2.140151e-20   5.608780e-19   4.621197e-19   2.475086e-19   7.563346e-20   0.000000e+00
         7.8000   3.852863e-20   9.922852e-20   6.149197e-19   2.040676e-19   8.327377e-19   1.934141e-20   5.417686e-19   4.508816e-19   2.505987e-19   7.618828e-20   0.000000e+00
         7.8500   3.640402e-20   9.375792e-20   5.949792e-19   1.970428e-19   8.057083e-19   2.036738e-20   5.230315e-19   4.395029e-19   2.529911e-19   7.653940e-20   0.000000e+00
         7.9000   3.439339e-20   8.858069e-20   5.753442e-19   1.901692e-19   7.791299e-19   2.305747e-20   5.046838e-19   4.280232e-19   2.547352e-19   7.669778e-20   0.000000e+00
         7.9500   3.249115e-20   8.368240e-20   5.560425e-19   1.834510e-19   7.530298e-19   2.680862e-20   4.867386e-19   4.164786e-19   2.558836e-19   7.667438e-20   0.000000e+00
         8.0000   3.069188e-20   7.904914e-20   5.370981e-19   1.768919e-19   7.274321e-19   3.114281e-20   4.692063e-19   4.049033e-19   2.564963e-19   7.648021e-20   0.000000e+00
         8.0500   2.899037e-20   7.466749e-20   5.185313e-19   1.704947e-19   7.023580e-19   3.568940e-20   4.520954e-19   3.933298e-19   2.566334e-19   7.612624e-20   0.000000e+00
         8.1000   2.738160e-20   7.052458e-20   5.003590e-19   1.642614e-19   6.778258e-19   4.017585e-20   4.354129e-19   3.817883e-19   2.563526e-19   7.562344e-20   0.000000e+00
         8.1500   2.586077e-20   6.660805e-20   4.825954e-19   1.581933e-19   6.538508e-19   4.441285e-20   4.191643e-19   3.703067e-19   2.557095e-19   7.498270e-20   0.000000e+00
         8.2000   2.442330e-20   6.290609e-20   4.652516e-19   1.522913e-19   6.304454e-19   4.827817e-20   4.033536e-19   3.589730e-19   2.547571e-19   7.421486e-20   0.000000e+00
         8.2500   2.306478e-20   5.940741e-20   4.483364e-19   1.465555e-19   6.076194e-19   5.170146e-20   3.879837e-19   3.477990e-19   2.535468e-19   7.333060e-20   0.000000e+00
         8.3000   2.178104e-20   5.610124e-20   4.318562e-19   1.409857e-19   5.853803e-19   5.465100e-20   3.730557e-19   3.367566e-19   2.521276e-19   7.234044e-20   0.000000e+00
         8.3500   2.056808e-20   5.297731e-20   4.158155e-19   1.355811e-19   5.637328e-19   5.712276e-20   3.585698e-19   3.258654e-19   2.505467e-19   7.125467e-20   0.000000e+00
