# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         6.0000   0.000000e+00   3.529949e-18   3.662428e-18   2.384067e-18   5.856316e-19   5.676853e-19   5.768200e-19   5.604542e-19   5.296401e-19   5.027232e-19   4.533171e-19   2.562320e-19   2.083852e-28   1.836088e-29   0.000000e+00
         6.0500   0.000000e+00   3.514894e-18   3.613911e-18   2.361806e-18   6.656137e-19   6.368122e-19   6.455307e-19   6.164622e-19   5.740073e-19   5.324995e-19   4.691604e-19   2.591430e-19   2.056156e-27   2.205706e-28   0.000000e+00
         6.1000   0.000000e+00   3.492808e-18   3.558024e-18   2.334865e-18   7.447979e-19   7.045577e-19   7.143873e-19   6.740462e-19   6.200504e-19   5.632627e-19   4.852581e-19   2.628007e-19   1.575486e-26   2.009894e-27   0.000000e+00
         6.1500   0.000000e+00   3.464207e-18   3.495719e-18   2.304982e-18   8.217972e-19   7.697403e-19   7.820884e-19   7.319310e-19   6.669110e-19   5.945881e-19   5.016019e-19   2.672962e-19   9.637944e-26   1.431802e-26   0.000000e+00
         6.2000   0.000000e+00   3.429605e-18   3.427925e-18   2.271994e-18   8.954860e-19   8.313173e-19   8.474635e-19   7.890014e-19   7.136360e-19   6.259337e-19   5.181339e-19   2.726325e-19   4.825000e-25   8.197334e-26   0.000000e+00
         6.2500   0.000000e+00   3.389509e-18   3.355526e-18   2.235847e-18   9.649438e-19   8.885098e-19   9.095109e-19   8.442962e-19   7.592631e-19   6.566965e-19   5.346862e-19   2.787300e-19   2.020784e-24   3.866025e-25   0.000000e+00
         6.3000   0.000000e+00   3.344418e-18   3.279385e-18   2.196693e-18   1.029443e-18   9.408436e-19   9.674165e-19   8.969853e-19   8.029648e-19   6.862653e-19   5.510050e-19   2.854534e-19   7.220804e-24   1.535287e-24   0.000000e+00
         6.3500   0.000000e+00   3.294820e-18   3.200450e-18   2.154716e-18   1.088444e-18   9.880766e-19   1.020558e-18   9.463840e-19   8.440570e-19   7.140855e-19   5.667847e-19   2.926485e-19   2.240261e-23   5.234693e-24   0.000000e+00
         6.4000   0.000000e+00   3.241189e-18   3.119521e-18   2.110159e-18   1.141590e-18   1.030117e-18   1.068500e-18   9.919537e-19   8.819842e-19   7.397541e-19   5.817004e-19   3.001802e-19   6.129649e-23   1.558933e-23   0.000000e+00
         6.4500   0.000000e+00   3.183983e-18   3.037222e-18   2.063326e-18   1.188651e-18   1.067036e-18   1.111004e-18   1.033296e-18   9.163249e-19   7.629661e-19   5.954510e-19   3.079598e-19   1.499853e-22   4.116878e-23   0.000000e+00
         6.5000   0.000000e+00   3.123644e-18   2.954053e-18   2.014549e-18   1.229449e-18   1.099001e-18   1.148037e-18   1.070141e-18   9.467874e-19   7.834934e-19   6.077906e-19   3.159362e-19   3.323198e-22   9.769958e-23   0.000000e+00
         6.5500   0.000000e+00   3.060592e-18   2.870422e-18   1.965617e-18   1.263960e-18   1.126224e-18   1.179671e-18   1.102335e-18   9.731989e-19   8.011822e-19   6.185187e-19   3.240540e-19   6.742456e-22   2.108063e-22   0.000000e+00
         6.6000   0.000000e+00   2.995228e-18   2.786678e-18   1.915834e-18   1.292306e-18   1.148909e-18   1.206057e-18   1.129829e-18   9.954922e-19   8.159473e-19   6.274804e-19   3.322309e-19   1.265133e-21   4.178446e-22   0.000000e+00
         6.6500   0.000000e+00   2.927932e-18   2.703115e-18   1.865392e-18   1.314726e-18   1.167248e-18   1.227396e-18   1.152661e-18   1.013695e-18   8.277650e-19   6.345676e-19   3.403627e-19   2.214558e-21   7.677736e-22   0.000000e+00
         6.7000   0.000000e+00   2.859059e-18   2.619989e-18   1.814509e-18   1.331535e-18   1.181432e-18   1.243932e-18   1.170938e-18   1.027943e-18   8.366650e-19   6.397175e-19   3.483397e-19   3.644418e-21   1.318352e-21   0.000000e+00
         6.7500   0.000000e+00   2.788943e-18   2.537509e-18   1.763376e-18   1.343107e-18   1.191687e-18   1.255929e-18   1.184823e-18   1.038423e-18   8.427316e-19   6.429101e-19   3.560903e-19   5.677292e-21   2.130643e-21   0.000000e+00
         6.8000   0.000000e+00   2.717895e-18   2.455865e-18   1.712168e-18   1.349878e-18   1.198258e-18   1.263653e-18   1.194521e-18   1.045348e-18   8.461146e-19   6.441656e-19   3.635383e-19   8.423187e-21   3.261635e-21   0.000000e+00
         6.8500   0.000000e+00   2.646201e-18   2.375235e-18   1.661062e-18   1.352285e-18   1.201407e-18   1.267384e-18   1.200278e-18   1.048943e-18   8.469820e-19   6.436018e-19   3.705964e-19   1.196720e-20   4.756376e-21   0.000000e+00
         6.9000   0.000000e+00   2.574128e-18   2.295778e-18   1.610217e-18   1.350748e-18   1.201445e-18   1.267416e-18   1.202412e-18   1.049441e-18   8.455044e-19   6.414199e-19   3.772237e-19   1.636024e-20   6.641242e-21   0.000000e+00
         6.9500   0.000000e+00   2.501917e-18   2.217631e-18   1.559777e-18   1.345663e-18   1.198704e-18   1.264043e-18   1.201240e-18   1.047080e-18   8.418512e-19   6.377911e-19   3.834594e-19   2.161409e-20   8.919613e-21   0.000000e+00
         7.0000   0.000000e+00   2.429791e-18   2.140919e-18   1.509874e-18   1.337396e-18   1.193484e-18   1.257556e-18   1.197052e-18   1.042114e-18   8.361896e-19   6.328541e-19   3.891270e-19   2.770193e-20   1.157068e-20   0.000000e+00
         7.0500   0.000000e+00   2.357950e-18   2.065747e-18   1.460619e-18   1.326283e-18   1.186033e-18   1.248297e-18   1.190120e-18   1.034786e-18   8.287044e-19   6.267227e-19   3.941514e-19   3.456354e-20   1.455132e-20   0.000000e+00
         7.1000   0.000000e+00   2.286577e-18   1.992204e-18   1.412105e-18   1.312633e-18   1.176561e-18   1.236690e-18   1.180696e-18   1.025322e-18   8.196384e-19   6.194943e-19   3.984838e-19   4.211199e-20   1.780050e-20   0.000000e+00
         7.1500   0.000000e+00   2.215834e-18   1.920356e-18   1.364405e-18   1.296735e-18   1.165246e-18   1.223073e-18   1.169016e-18   1.013926e-18   8.092062e-19   6.112380e-19   4.024010e-19   5.024117e-20   2.124515e-20   0.000000e+00
